identifier,identifier_isbn,abstract,note,title_initial_article,title,extent_physical,rights,language,publisher,object_in_context,thumbnail_url,item_type,date_text,date_single_start,name,name 2 1,name 2 2,name 2 3,name 2 4,name 2 5,name 2 6,name 2 7,name 2 8,name 2 9,name 2 10,name 2 11,name 2 12,name 2 13,name 2 14,subject_topic 1,subject_topic 2,form,internet_media_type,digital_origin,genre,project_title,record_source,repository
0116_000050_000250,,"This report is adapted from a Grenville Clark lecture by CDF President Marian Wright Edelman at Dartmouth College. It addresses problem of adolescent pregnancy, identifies some of the major barriers that get in the way of solutions, outlines what needs to be done by whom, and describes strategies CDF is pursuing to stem premature sexual activity and pregnancy.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Adolescent Pregnancy: An Anatomy of a Social Problem in Search of Comprehensive Solutions,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=161,http://diglib.lib.utk.edu/cdf/data/0116_000050_000250/0116_000050_000250_0001.jpg.t.jpg,text,1987,1987,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000307,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Child Advocacy Ministry: Growing Up,75 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=210&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000307/0116_000050_000307_0001.jpg.t.jpg,moving image,1998,1998,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Canada, Geoffrey | URI: http://id.loc.gov/authorities/names/n94098006 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000243,,A manual for developing a child Watch program that addresses community violence.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Watch Visitation Program Issue: Community Violence,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=157,http://diglib.lib.utk.edu/cdf/data/0116_000050_000243/0116_000050_000243_0001.jpg.t.jpg,text,1993,1993,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Child welfare | http://id.loc.gov/authorities/subjects/sh85023396,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000206,,A study of the roles and effectiveness of the various components of the child welfare services program.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children Without Homes,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=123,http://diglib.lib.utk.edu/cdf/data/0116_000050_000206/0116_000050_000206_0001.jpg.t.jpg,text,1978,1978,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Knitzer, Jane | URI: http://id.loc.gov/authorities/names/n79060591 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Allen, Mary Lee | URI: http://id.loc.gov/authorities/names/n79036603 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Child welfare | http://id.loc.gov/authorities/subjects/sh85023396,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000203,,"A guide to federal, state, and local disability programs for relatives raising young children.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Grandparent's and Other Relative Caregiver's Guide to Raising Children With Disabilities,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=121,http://diglib.lib.utk.edu/cdf/data/0116_000050_000203/0116_000050_000203_0001.jpg.t.jpg,text,2002,2002,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Schulzinger, Rhoda | URI: http://id.loc.gov/authorities/names/n89669890 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Children--Health and hygiene | http://id.loc.gov/authorities/subjects/sh85023425,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000316,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Making a Difference in Children's Lives,27 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=219&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000316/0116_000050_000316_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000248,,"This report examines the needs of young adolescents and evaluates the quality of schools' responses, focusing on specific schools that have implemented effective programs. Findings of the Children's Defense Fund's survey of state policies at the middle-grades level also are included. Finally, this report recommends measures that the federal government and the states can take to help schools meet their critical mission.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Making the Middle Grades Work,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=164,http://diglib.lib.utk.edu/cdf/data/0116_000050_000248/0116_000050_000248_0001.jpg.t.jpg,text,1988,1988,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"August, Diane | URI: http://id.loc.gov/authorities/names/n88110736 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,"Education, Elementary | http://id.loc.gov/authorities/subjects/sh85041059","Education, Secondary | http://id.loc.gov/authorities/subjects/sh85041082",reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000244,,A composite portrait of inequality facing Black children in America with statistical data available to document the persistent disparities.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Portrait of Inequality: Black and White Children in America,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=158,http://diglib.lib.utk.edu/cdf/data/0116_000050_000244/0116_000050_000244_0001.jpg.t.jpg,text,1980,1980,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Smith, Paul V. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000207,,"A survey of households, school officials, and community leaders concerning children 7 to 17 years of age in the United States who are not in enrolled in school.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children Out of School In America,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=124,http://diglib.lib.utk.edu/cdf/data/0116_000050_000207/0116_000050_000207_0001.jpg.t.jpg,text,1974,1974,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Allen, Mary Lee | URI: http://id.loc.gov/authorities/names/n79036603 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Brown, Cindy | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Rosewater, Ann | URI: http://id.loc.gov/authorities/names/n85818306 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,"Education, Elementary | http://id.loc.gov/authorities/subjects/sh85041059","Education, Secondary | http://id.loc.gov/authorities/subjects/sh85041082",reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000269,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,A ,Children's Defense Budget: An Analysis of the President's Budget and Children 1982,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=184,http://diglib.lib.utk.edu/cdf/data/0116_000050_000269/0116_000050_000269_0001.jpg.t.jpg,text,1982,1982,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000257,,This report addresses the issue of childhood poverty in Latino families and seeks to provide data that America must solve this problem to help the America's future workforce.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Latino Child Poverty in the United States,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=168,http://diglib.lib.utk.edu/cdf/data/0116_000050_000257/0116_000050_000257_0001.jpg.t.jpg,text,1991,1991,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Miranda, Leticia | URI: http://id.loc.gov/authorities/names/n94053147 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Poor children | http://id.loc.gov/authorities/subjects/sh85104852,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000253,,"This report assesses the health status and needs of children between the ages of 10 and 20, especially those children who are poor, It describes the types of health services most appropriate to meeting those needs, reviews the adequacy of current health programs serving teens, and makes recommendations for improving the provision of health services for this special group.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Building Health Programs for Teenagers,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=169,http://diglib.lib.utk.edu/cdf/data/0116_000050_000253/0116_000050_000253_0001.jpg.t.jpg,text,1986,1986,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Johnson, Kay A. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Children--Health and hygiene | http://id.loc.gov/authorities/subjects/sh85023425,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000238,,A manual for building a local Child Watch program.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Watch 1983: Looking Out for America's Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=152,http://diglib.lib.utk.edu/cdf/data/0116_000050_000238/0116_000050_000238_0001.jpg.t.jpg,text,1983,1983,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Allen, Mary Lee | URI: http://id.loc.gov/authorities/names/n79036603 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Blank, Helen | URI: http://id.loc.gov/authorities/names/n86833543 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Legal assistance to children | http://id.loc.gov/authorities/subjects/sh85075722,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000234,,A manual for building a local Child Watch program.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Watch: Looking Out for America's Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=148,http://diglib.lib.utk.edu/cdf/data/0116_000050_000234/0116_000050_000234_0001.jpg.t.jpg,text,1982,1982,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Blank, Helen | URI: http://id.loc.gov/authorities/names/n86833543 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Legal assistance to children | http://id.loc.gov/authorities/subjects/sh85075722,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000271,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,A ,Children's Defense Budget: FY 1988 An Analysis of Our Nation's Investment in Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=186,http://diglib.lib.utk.edu/cdf/data/0116_000050_000271/0116_000050_000271_0001.jpg.t.jpg,text,1988,1988,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000278,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Where To Find Data About Adolescents and Young Adults: A Guide to Sources,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=193,http://diglib.lib.utk.edu/cdf/data/0116_000050_000278/0116_000050_000278_0001.jpg.t.jpg,text,1989,1989,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Simons, Janet | URI: http://id.loc.gov/authorities/names/n89656041 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Perez, Ray | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Legal assistance to children | http://id.loc.gov/authorities/subjects/sh85075722,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000319,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Haley Farm Homecoming Speeches: Reweaving the Web: Building Communities to Nurture All Children,30 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=222&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000319/0116_000050_000319_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Blackwell, Angela Glover | URI: http://id.loc.gov/authorities/names/n2001153693 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Wilkins, Roger, J.D. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Canada, Geoffrey | URI: http://id.loc.gov/authorities/names/n94098006 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Amos, Kent | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000263,,"This report provides statistical data to establishe the great unmet needs of America's poor children, including access to healthcare, public assistance, and effect of unemployment of the family.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,American Children in Poverty,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=160,http://diglib.lib.utk.edu/cdf/data/0116_000050_000263/0116_000050_000263_0001.jpg.t.jpg,text,1984,1984,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Poor children | http://id.loc.gov/authorities/subjects/sh85104852,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000200,,A guide to finding and paying for child care and early childhood education programs for relatives raising young children.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Grandparent's and Other Relative Caregiver's Guide to Child Care and Early Childhood Education Programs,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=116,http://diglib.lib.utk.edu/cdf/data/0116_000050_000200/0116_000050_000200_0001.jpg.t.jpg,text,2002,2002,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Schulzinger, Rhoda | URI: http://id.loc.gov/authorities/names/n89669890 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Education | http://id.loc.gov/authorities/subjects/sh85040989, Child care | http://id.loc.gov/authorities/subjects/sh85023354,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000241,,A Lenten prayer guide.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Holding Children in Prayer: A Lenten Guide,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=155,http://diglib.lib.utk.edu/cdf/data/0116_000050_000241/0116_000050_000241_0001.jpg.t.jpg,text,1997,1997,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Moral development | http://id.loc.gov/authorities/subjects/sh85087199,Spiritual development,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000205,,A report on the use of school suspensions in U.S. school districts and their impact on children.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,School Suspensions: Are They Helping Children?,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=115,http://diglib.lib.utk.edu/cdf/data/0116_000050_000205/0116_000050_000205_0001.jpg.t.jpg,text,1975,1975,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Beck, Rochelle | URI: http://id.loc.gov/authorities/names/n87111393 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Smith, Paul | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,"Education, Elementary | http://id.loc.gov/authorities/subjects/sh85041059","Education, Secondary | http://id.loc.gov/authorities/subjects/sh85041082",reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
