identifier,identifier_isbn,abstract,note,title_initial_article,title,extent_physical,rights,language,publisher,object_in_context,thumbnail_url,item_type,date_text,date_single_start,name,name 2 1,name 2 2,name 2 3,name 2 4,name 2 5,name 2 6,name 2 7,name 2 8,name 2 9,name 2 10,name 2 11,name 2 12,name 2 13,name 2 14,subject_topic 1,subject_topic 2,form,internet_media_type,digital_origin,genre,project_title,record_source,repository
0116_000050_000274,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Adolescent And Young Adult Fathers: Problems And Solutions,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=189,http://diglib.lib.utk.edu/cdf/data/0116_000050_000274/0116_000050_000274_0001.jpg.t.jpg,text,1988,1988,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Adams, Gina C. | URI: http://id.loc.gov/authorities/names/n87885393 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000239,,One of a series of reports by the Children's Defense Fund (CDF) concerning state policies and practices in child care and early education.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Seeds of Success: State Prekindergarten Initiatives 1998-1999,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=153,http://diglib.lib.utk.edu/cdf/data/0116_000050_000239/0116_000050_000239_0001.jpg.t.jpg,text,1999,1999,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Schulman, Karen | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Blank, Helen | URI: http://id.loc.gov/authorities/names/n86833543 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Ewen, Danielle T. | URI: http://id.loc.gov/authorities/names/n95032354 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,Education | http://id.loc.gov/authorities/subjects/sh85040989, Child care | http://id.loc.gov/authorities/subjects/sh85023354,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000325,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Haley Farm Homecoming Speeches: Our Children's Present and Future: Non-Market Values,30 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=228&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000325/0116_000050_000325_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"West, Cornel | URI: http://id.loc.gov/authorities/names/n82065739 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000224,,"A comprehensive review of national and state-by-state data on child poverty, health, child welfare, youth at risk, early childhood development, education, nutrition, and housing.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,State of America's Children Yearbook 1998,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=138,http://diglib.lib.utk.edu/cdf/data/0116_000050_000224/0116_000050_000224_0001.jpg.t.jpg,text,1998,1998,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Martinez, Suzanne | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Dahl, Kathryn Kline | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000326,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,The ,Haley Farm Homecoming,20 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=229&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000326/0116_000050_000326_0001.jpg.t.jpg,moving image,1996,1996,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Forbes, James, Jr. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Adams, John Hurst | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Odetta, 1930-2008 | URI: http://id.loc.gov/authorities/names/no92003124 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Lewis, David L., 1936- | URI: http://id.loc.gov/authorities/names/n50049263 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Franklin, John Hope, 1915-2009 | URI: http://id.loc.gov/authorities/names/n79076628 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Williams, Maggie | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Height, Dorothy I. (Dorothy Irene), 1912-2010 | URI: http://id.loc.gov/authorities/names/no90024764 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","West, Cornel | URI: http://id.loc.gov/authorities/names/n82065739 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Tuckson, Reed | URI: http://id.loc.gov/authorities/names/n00119963 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Avery, Byllye, 1937- | URI: http://id.loc.gov/authorities/names/n97087793 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Schorr, Lisbeth B. | URI: http://id.loc.gov/authorities/names/n87914872 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Noble, Ronald | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Proctor, Samuel D. | URI: http://id.loc.gov/authorities/names/n83209711 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000273,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,What About The Boys? Teenage Pregnancy Prevention Strategies,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=188,http://diglib.lib.utk.edu/cdf/data/0116_000050_000273/0116_000050_000273_0001.jpg.t.jpg,text,1988,1988,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Adams, Gina C. | URI: http://id.loc.gov/authorities/names/n87885393 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000210,,"A comprehensive review of national and state-by-state data on child poverty, health, child welfare, youth at risk, early childhood development, education, nutrition, and housing.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,State of America's Children Yearbook 1995,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=118,http://diglib.lib.utk.edu/cdf/data/0116_000050_000210/0116_000050_000210_0001.jpg.t.jpg,text,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Jablonski, Donna | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000320,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Haley Farm Homecoming Speeches: Celebrating Our Children's Past: A Tribute to Dr. John Hope Franklin,27 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=223&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000320/0116_000050_000320_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Lewis, David L., 1936- | URI: http://id.loc.gov/authorities/names/n50049263 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Franklin, John Hope, 1915-2009 | URI: http://id.loc.gov/authorities/names/n79076628 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000221,,A compilation of data on various aspects of children's well-being gathered from federal and state government agencies.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children in the States 2000,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=135,http://diglib.lib.utk.edu/cdf/data/0116_000050_000221/0116_000050_000221_0001.jpg.t.jpg,text,2000,2000,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Andrejack, Kate | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Judge, Amy | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Simons, Janet | URI: http://id.loc.gov/authorities/names/n89656041 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000256,,"In this report we focus on child care for
the children of teen mothers, and the
emerging response of schools, social service
agencies, Cities, and states to that need.
Not nearly enough is being done, but the
growing activity in the area holds promise.
This report reviews the criteria for good
programs, the barriers to creating them,
some model programs, and some different
state initiatives.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Care: An Essential Service for Teen Parents,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=172,http://diglib.lib.utk.edu/cdf/data/0116_000050_000256/0116_000050_000256_0001.jpg.t.jpg,text,1987,1987,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Education | http://id.loc.gov/authorities/subjects/sh85040989, Child care | http://id.loc.gov/authorities/subjects/sh85023354,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000314,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Child Advocacy Ministry: A Stone on Your Shoulder,25 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=217&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000314/0116_000050_000314_0001.jpg.t.jpg,moving image,1997,1997,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Shaw, William J., Rev. Dr. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000324,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Haley Farm Homecoming Speeches: Giving Our Children a Moral Start: These Bones Can Live,40 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=227&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000324/0116_000050_000324_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Proctor, Samuel D. | URI: http://id.loc.gov/authorities/names/n83209711 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000214,,A compilation of data on various aspects of children's well-being gathered from federal and state government agencies.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children in the States 1995,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=129,http://diglib.lib.utk.edu/cdf/data/0116_000050_000214/0116_000050_000214_0001.jpg.t.jpg,text,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000292,938008773,A Children's Defense Budget,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,S.O.S America! A Children's Defense Budget,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=207,http://diglib.lib.utk.edu/cdf/data/0116_000050_000292/0116_000050_000292_0001.jpg.t.jpg,text,1990,1990,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000219,,"A comprehensive review of national and state-by-state data on child poverty, health, child welfare, youth at risk, early childhood development, education, nutrition, and housing.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,State of America's Children Yearbook 2000,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=133,http://diglib.lib.utk.edu/cdf/data/0116_000050_000219/0116_000050_000219_0001.jpg.t.jpg,text,2000,2000,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Martinez, Suzanne | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Serafi, Kinda | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000228,,An annual report of the Children's Defense Fund.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children's Defense Fund Annual Report 2003,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=142,http://diglib.lib.utk.edu/cdf/data/0116_000050_000228/0116_000050_000228_0001.jpg.t.jpg,text,2003,2003,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000261,,"This seventh edition of The Health of America's Children presents national, international, state, and
city statistics on the health of America's children and the adequacy of programs that serve them. It lobbies to invest in prevention rather than paying for the effects later.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Health of America's Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=177,http://diglib.lib.utk.edu/cdf/data/0116_000050_000261/0116_000050_000261_0001.jpg.t.jpg,text,1991,1991,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Rosenbaum, Sara | URI: http://id.loc.gov/authorities/names/n86084486 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Layton, Christine | URI: http://id.loc.gov/authorities/names/n92806095 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Liu, Joseph | URI: http://id.loc.gov/authorities/names/n92806096 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,Children--Health and hygiene | http://id.loc.gov/authorities/subjects/sh85023425,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000311,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,An ,Invitation to Stand for Children,8 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=214&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000311/0116_000050_000311_0001.jpg.t.jpg,moving image,6/1/1996,1996-06-01,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Coleman, Raymond, M.D. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Mfume, Kweisie, Rep. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Deets, Horace B. | URI: http://id.loc.gov/authorities/names/n2004100858 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000204,,An 1977 analysis by the Children's Defense Fund of the Elementary and Secondary School Civil Rights Survey conducted by the federal government in 1966.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Elementary and Secondary School Civil Rights Survey: An Analysis,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=122,http://diglib.lib.utk.edu/cdf/data/0116_000050_000204/0116_000050_000204_0001.jpg.t.jpg,text,1977,1977,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Diamond, Franna | URI: http://id.loc.gov/authorities/names/n82062139 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Smith, Paul | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,"Education, Elementary | http://id.loc.gov/authorities/subjects/sh85041059","Education, Secondary | http://id.loc.gov/authorities/subjects/sh85041082",reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000265,,"This report updates and expands guidance on adolescent health for state Medicaid Early and Periodic Screening, Diagnosis, and Treatment (EPSDT) programs developed by federal officials in the 1980s. It aims to help policy makers, public health administrators, and community leaders understand legislative changes and their relationship to creating better health programs.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Improving Health Programs for Low-Income Youths,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=180,http://diglib.lib.utk.edu/cdf/data/0116_000050_000265/0116_000050_000265_0001.jpg.t.jpg,text,1990,1990,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Johnson, Kay | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Yang Moore, Alice | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Children--Health and hygiene | http://id.loc.gov/authorities/subjects/sh85023425,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
